refrigerant_key,temperature_key,state_key,pressure_bar,pressure_psi
5,21,1,18.2536,264.75
5,21,2,17.395,252.29
5,22,1,20.5165,297.57
5,22,2,19.5914,284.15
5,23,1,22.9457,332.8
5,23,2,21.954,318.42
5,24,1,25.5408,370.44
5,24,2,24.4829,355.1
5,25,1,28.3007,410.47
5,25,2,27.1771,394.17
6,1,1,0.4785,6.94
6,1,2,0.4311,6.25
6,2,1,0.6188,8.98
6,2,2,0.5578,8.09
6,3,1,0.8006,11.61
6,3,2,0.7232,10.49
6,4,1,1.025,14.87
6,4,2,0.9297,13.48
6,5,1,1.2989,18.84
6,5,2,1.1829,17.16
6,6,1,1.6303,23.65
6,6,2,1.4903,21.62
6,7,1,2.0273,29.4
6,7,2,1.8601,26.98
6,8,1,2.4987,36.24
6,8,2,2.3006,33.37
6,9,1,3.0536,44.29
6,9,2,2.8211,40.92
6,10,1,3.7014,53.68
6,10,2,3.4305,49.76
6,11,1,4.4513,64.56
6,11,2,4.1385,60.02
6,12,1,5.3129,77.06
6,12,2,4.9543,71.86
6,13,1,6.2952,91.3
6,13,2,5.8872,85.39
6,14,1,7.407,107.43
6,14,2,6.9462,100.75
6,15,1,8.6565,125.55
6,15,2,8.1397,118.06
6,16,1,10.0511,145.78
6,16,2,9.4754,137.43
6,17,1,11.5975,168.21
6,17,2,10.9603,158.97
6,18,1,13.3013,192.92
6,18,2,12.6005,182.76
6,19,1,15.1671,219.98
6,19,2,14.4011,208.87
6,20,1,17.1984,249.44
6,20,2,16.3659,237.37
6,21,1,19.3974,281.34
6,21,2,18.4976,268.29
6,22,1,21.7653,315.68
6,22,2,20.7978,301.65
6,23,1,24.3021,352.47
6,23,2,23.2671,337.46
6,24,1,27.007,391.7
6,24,2,25.9049,375.72
6,25,1,29.8782,433.35
6,25,2,28.7099,416.4
7,1,1,0.4739,6.87
7,1,2,0.4269,6.19
7,2,1,0.6106,8.86
7,2,2,0.5525,8.01
7,3,1,0.7868,11.41
7,3,2,0.7106,10.31
7,4,1,1.0075,14.61
7,4,2,0.9138,13.25
7,5,1,1.2773,18.53
7,5,2,1.163,16.87
7,6,1,1.6038,23.26
7,6,2,1.4658,21.26
7,7,1,1.9954,28.94
7,7,2,1.8304,26.55
7,8,1,2.4608,35.69
7,8,2,2.2652,32.85
7,9,1,3.0092,43.65
7,9,2,2.7793,40.31
7,10,1,3.6502,52.94
7,10,2,3.3821,49.05
7,11,1,4.3932,63.72
7,11,2,4.0831,59.22
7,12,1,5.248,76.12
7,12,2,4.892,70.95
7,13,1,6.2239,90.27
7,13,2,5.8184,84.39
7,14,1,7.33,106.31
7,14,2,6.8713,99.66
7,15,1,8.575,124.37
7,15,2,8.0598,116.9
7,16,1,9.9668,144.56
7,16,2,9.392,136.22
7,17,1,11.5126,166.98
7,17,2,10.8754,157.73
7,18,1,13.2185,191.72
7,18,2,12.5166,181.54
7,19,1,15.0897,218.86
7,19,2,14.3211,207.71
7,20,1,17.1302,248.45
7,20,2,16.2935,236.32
7,21,1,19.3428,280.54
7,21,2,18.437,267.41
7,22,1,21.729,315.15
7,22,2,20.7536,301.01
7,23,1,24.2895,352.29
7,23,2,23.2444,337.13
7,24,1,27.0235,391.94
7,24,2,25.9091,375.78
7,25,1,29.9295,434.09
7,25,2,28.7466,416.93
8,1,1,0.4956,7.19
8,1,2,0.4478,6.49
8,2,1,0.6407,9.29
8,2,2,0.5778,8.38
8,3,1,0.8231,11.94
8,3,2,0.7456,10.81
8,4,1,1.0466,15.18
8,4,2,0.9519,13.81
8,5,1,1.3175,19.11
8,5,2,1.203,17.45
8,6,1,1.643,23.83
8,6,2,1.5058,21.84
8,7,1,2.0303,29.45
8,7,2,1.8675,27.09
8,8,1,2.4871,36.07
8,8,2,2.2956,33.29
8,9,1,3.0214,43.82
8,9,2,2.7979,40.58
8,10,1,3.641,52.81
8,10,2,3.3824,49.06
8,11,1,4.3538,63.15
8,11,2,4.057,58.84
8,12,1,5.1677,74.95
8,12,2,4.8296,70.05
8,13,1,6.0899,88.33
8,13,2,5.7075,82.78
8,14,1,7.1273,103.37
8,14,2,6.6981,97.15
8,15,1,8.2862,120.18
8,15,2,7.8077,113.24
8,16,1,9.5722,138.83
8,16,2,9.0422,131.15
8,17,1,10.9898,159.39
8,17,2,10.4067,150.94
8,18,1,12.5429,181.92
8,18,2,11.9053,172.67
8,19,1,14.2342,206.45
8,19,2,13.541,196.4
8,20,1,16.0653,233.01
8,20,2,15.316,222.14
8,21,1,18.0369,261.6
8,21,2,17.2314,249.92
8,22,1,20.1488,292.23
8,22,2,19.2873,279.74
8,23,1,22.3999,324.88
8,23,2,21.4829,311.58
8,24,1,24.7883,359.53
8,24,2,23.8166,345.43
8,25,1,27.3117,396.12
8,25,2,26.2863,381.25
9,1,1,0.3702,5.37
9,1,2,0.3336,4.84
9,2,1,0.4819,6.99
9,2,2,0.4336,6.29
9,3,1,0.6229,9.04
9,3,2,0.5629,8.16
9,4,1,0.7967,11.56
9,4,2,0.7229,10.49
9,5,1,1.0086,14.63
9,5,2,0.9189,13.33
9,6,1,1.2645,18.34
9,6,2,1.1565,16.77
9,7,1,1.5707,22.78
9,7,2,1.4418,20.91
9,8,1,1.9337,28.05
9,8,2,1.7812,25.83
9,9,1,2.3602,34.23
9,9,2,2.1815,31.64
9,10,1,2.8572,41.44
9,10,2,2.6495,38.43
9,11,1,3.4317,49.77
9,11,2,3.1922,46.3
9,12,1,4.0904,59.33
9,12,2,3.8164,55.35
9,13,1,4.84,70.2
9,13,2,4.5289,65.69
9,14,1,5.6868,82.48
9,14,2,5.3361,77.39
9,15,1,6.6366,96.26
9,15,2,6.244,90.56
9,16,1,7.6947,111.6
9,16,2,7.2582,105.27
9,17,1,8.8656,128.58
9,17,2,8.3834,121.59
9,18,1,10.153,147.26
9,18,2,9.6238,139.58
9,19,1,11.5601,167.67
9,19,2,10.9828,159.29
9,20,1,13.089,189.84
9,20,2,12.4627,180.76
9,21,1,14.7408,213.8
9,21,2,14.0653,204.0
9,22,1,16.5162,239.55
9,22,2,15.7912,229.03
9,23,1,18.4149,267.09
9,23,2,17.6407,255.86
9,24,1,20.4359,296.4
9,24,2,19.6129,284.46
9,25,1,22.5779,327.47
9,25,2,21.7067,314.83
10,1,1,0.4406,6.39
10,1,2,0.3977,5.77
10,2,1,0.5738,8.32
10,2,2,0.517,7.5
10,3,1,0.7389,10.72
10,3,2,0.6687,9.7
10,4,1,0.9417,13.66
10,4,2,0.8557,12.41
10,5,1,1.188,17.23
10,5,2,1.0838,15.72
10,6,1,1.4844,21.53
10,6,2,1.3594,19.72
10,7,1,1.8377,26.65
10,7,2,1.6891,24.5
10,8,1,2.2551,32.71
10,8,2,2.08,30.17
10,9,1,2.7438,39.8
10,9,2,2.5393,36.83
10,10,1,3.3114,48.03
10,10,2,3.0745,44.59
10,11,1,3.9652,57.51
10,11,2,3.6929,53.56
10,12,1,4.7124,68.35
10,12,2,4.4019,63.84
10,13,1,5.5599,80.64
10,13,2,5.2084,75.54
10,14,1,6.5142,94.48
10,14,2,6.1193,88.75
10,15,1,7.5811,109.95
10,15,2,7.1404,103.56
10,16,1,8.7658,127.14
10,16,2,8.2775,120.05
10,17,1,10.0727,146.09
10,17,2,9.535,138.29
10,18,1,11.5055,166.87
10,18,2,10.9171,158.34
10,19,1,13.0666,189.52
10,19,2,12.4266,180.23
10,20,1,14.7578,214.04
10,20,2,14.0656,204.0
10,21,1,16.5798,240.47
10,21,2,15.8353,229.67
10,22,1,18.5326,268.79
10,22,2,17.7359,257.24
10,23,1,20.6154,299.0
10,23,2,19.7668,286.69
10,24,1,22.8266,331.07
10,24,2,21.9268,318.02
10,25,1,25.1644,364.98
10,25,2,24.2142,351.2
11,1,1,0.0987,1.43
11,1,2,0.0987,1.43
11,2,1,0.1307,1.9
11,2,2,0.1307,1.9
11,3,1,0.1711,2.48
11,3,2,0.1711,2.48
11,4,1,0.2214,3.21
11,4,2,0.2214,3.21
11,5,1,0.2834,4.11
11,5,2,0.2834,4.11
11,6,1,0.3593,5.21
11,6,2,0.3593,5.21
11,7,1,0.4513,6.55
11,7,2,0.4513,6.55
11,8,1,0.5666,8.22
11,8,2,0.5666,8.22
11,9,1,0.709,10.28
11,9,2,0.709,10.28
11,10,1,0.88,12.76
11,10,2,0.88,12.76
11,11,1,1.0837,15.72
11,11,2,1.0837,15.72
11,12,1,1.3244,19.21
11,12,2,1.3244,19.21
11,13,1,1.6068,23.3
11,13,2,1.6068,23.3
11,14,1,1.9357,28.08
11,14,2,1.9357,28.08
11,15,1,2.3164,33.6
11,15,2,2.3164,33.6
11,16,1,2.7538,39.94
11,16,2,2.7538,39.94
11,17,1,3.2532,47.18
11,17,2,3.2532,47.18
11,18,1,3.8199,55.4
11,18,2,3.8199,55.4
11,19,1,4.459,64.67
11,19,2,4.459,64.67
11,20,1,5.1754,75.06
11,20,2,5.1754,75.06
11,21,1,5.9741,86.65
11,21,2,5.9741,86.65
11,22,1,6.8593,99.49
11,22,2,6.8593,99.49
11,23,1,7.8353,113.64
11,23,2,7.8353,113.64
11,24,1,8.9058,129.17
11,24,2,8.9058,129.17
11,25,1,10.0738,146.11
11,25,2,10.0738,146.11
12,1,1,0.3983,5.78
12,1,2,0.3983,5.78
12,2,1,0.5164,7.49
12,2,2,0.5164,7.49
12,3,1,0.6624,9.61
12,3,2,0.6624,9.61
12,4,1,0.8407,12.19
12,4,2,0.8407,12.19
12,5,1,1.0564,15.32
12,5,2,1.0564,15.32
12,6,1,1.3148,19.07
12,6,2,1.3148,19.07
12,7,1,1.6215,23.52
12,7,2,1.6215,23.52
12,8,1,1.9823,28.75
12,8,2,1.9823,28.75
12,9,1,2.403,34.85
12,9,2,2.403,34.85
12,10,1,2.8895,41.91
12,10,2,2.8895,41.91
12,11,1,3.4475,50.0
12,11,2,3.4475,50.0
12,12,1,4.0825,59.21
12,12,2,4.0825,59.21
12,13,1,4.7998,69.62
12,13,2,4.7998,69.62
12,14,1,5.6041,81.28
12,14,2,5.6041,81.28
12,15,1,6.4996,94.27
12,15,2,6.4996,94.27
12,16,1,7.4899,108.63
12,16,2,7.4899,108.63
12,17,1,8.578,124.41
12,17,2,8.578,124.41
12,18,1,9.7661,141.65
12,18,2,9.7661,141.65
12,19,1,11.0556,160.35
12,19,2,11.0556,160.35
12,20,1,12.4473,180.53
12,20,2,12.4473,180.53
12,21,1,13.941,202.2
12,21,2,13.941,202.2
12,22,1,15.5361,225.33
12,22,2,15.5361,225.33
12,23,1,17.2316,249.92
12,23,2,17.2316,249.92
12,24,1,19.0258,275.95
12,24,2,19.0258,275.95
12,25,1,20.9171,303.38
12,25,2,20.9171,303.38
13,1,1,0.3954,5.73
13,1,2,0.3565,5.17
13,2,1,0.5129,7.44
13,2,2,0.4617,6.7
13,3,1,0.6621,9.6
13,3,2,0.5986,8.68
13,4,1,0.8457,12.27
13,4,2,0.7678,11.14
13,5,1,1.0694,15.51
13,5,2,0.9747,14.14
13,6,1,1.3392,19.42
13,6,2,1.2253,17.77
13,7,1,1.6616,24.1
13,7,2,1.5259,22.13
13,8,1,2.0436,29.64
13,8,2,1.8832,27.31
13,9,1,2.492,36.14
13,9,2,2.3042,33.42
13,10,1,3.0141,43.72
13,10,2,2.796,40.55
13,11,1,3.6171,52.46
13,11,2,3.3658,48.82
13,12,1,4.3081,62.48
13,12,2,4.0207,58.32
13,13,1,5.094,73.88
13,13,2,4.7678,69.15
13,14,1,5.9812,86.75
13,14,2,5.6137,81.42
13,15,1,6.9757,101.17
13,15,2,6.5646,95.21
13,16,1,8.083,117.23
13,16,2,7.6262,110.61
13,17,1,9.3077,135.0
13,17,2,8.8034,127.68
13,18,1,10.6538,154.52
13,18,2,10.1006,146.5
13,19,1,12.1243,175.85
13,19,2,11.521,167.1
13,20,1,13.7213,199.01
13,20,2,13.0672,189.52
13,21,1,15.4461,224.03
13,21,2,14.7408,213.8
13,22,1,17.2991,250.9
13,22,2,16.5425,239.93
13,23,1,19.2799,279.63
13,23,2,18.4723,267.92
13,24,1,21.3875,310.2
13,24,2,20.5294,297.75
13,25,1,23.6202,342.58
13,25,2,22.7122,329.41
14,1,1,0.6069,8.8
14,1,2,0.5458,7.92
14,2,1,0.7851,11.39
14,2,2,0.7092,10.29
14,3,1,1.0043,14.57
14,3,2,0.9113,13.22
14,4,1,1.2715,18.44
14,4,2,1.1584,16.8
14,5,1,1.5935,23.11
14,5,2,1.4576,21.14
14,6,1,1.9781,28.69
14,6,2,1.8163,26.34
14,7,1,2.4331,35.29
14,7,2,2.2421,32.52
14,8,1,2.9663,43.02
14,8,2,2.7431,39.79
14,9,1,3.586,52.01
14,9,2,3.3272,48.26
14,10,1,4.2999,62.37
14,10,2,4.0025,58.05
14,11,1,5.1159,74.2
14,11,2,4.7768,69.28
14,12,1,6.0411,87.62
14,12,2,5.6575,82.05
14,13,1,7.0823,102.72
14,13,2,6.6515,96.47
14,14,1,8.2454,119.59
14,14,2,7.7652,112.62
14,15,1,9.5356,138.3
14,15,2,9.004,130.59
14,16,1,10.9572,158.92
14,16,2,10.3726,150.44
14,17,1,12.5133,181.49
14,17,2,11.8746,172.23
14,18,1,14.2062,206.04
14,18,2,13.5125,195.98
14,19,1,16.037,232.6
14,19,2,15.2881,221.74
14,20,1,18.0058,261.15
14,20,2,17.2017,249.49
14,21,1,20.1121,291.7
14,21,2,19.2532,279.24
14,22,1,22.3543,324.22
14,22,2,21.4412,310.98
14,23,1,24.7306,358.69
14,23,2,23.7641,344.67
14,24,1,27.2386,395.06
14,24,2,26.2198,380.29
14,25,1,29.8763,433.32
14,25,2,28.8058,417.79
15,1,1,0.3824,5.55
15,1,2,0.3824,5.55
15,2,1,0.4996,7.25
15,2,2,0.4996,7.25
15,3,1,0.6453,9.36
15,3,2,0.6453,9.36
15,4,1,0.8247,11.96
15,4,2,0.8247,11.96
15,5,1,1.0432,15.13
15,5,2,1.0432,15.13
15,6,1,1.3068,18.95
15,6,2,1.3068,18.95
15,7,1,1.6216,23.52
15,7,2,1.6216,23.52
15,8,1,1.9943,28.93
15,8,2,1.9943,28.93
15,9,1,2.4316,35.27
15,9,2,2.4316,35.27
15,10,1,2.9404,42.65
15,10,2,2.9404,42.65
15,11,1,3.5274,51.16
15,11,2,3.5274,51.16
15,12,1,4.1994,60.91
15,12,2,4.1994,60.91
15,13,1,4.9626,71.98
15,13,2,4.9626,71.98
15,14,1,5.8233,84.46
15,14,2,5.8233,84.46
15,15,1,6.7867,98.43
15,15,2,6.7867,98.43
15,16,1,7.8579,113.97
15,16,2,7.8579,113.97
15,17,1,9.041,131.13
15,17,2,9.041,131.13
15,18,1,10.3394,149.96
15,18,2,10.3394,149.96
15,19,1,11.7557,170.5
15,19,2,11.7557,170.5
15,20,1,13.2916,192.78
15,20,2,13.2916,192.78
15,21,1,14.948,216.8
15,21,2,14.948,216.8
15,22,1,16.7251,242.58
15,22,2,16.7251,242.58
15,23,1,18.6224,270.1
15,23,2,18.6224,270.1
15,24,1,20.639,299.34
15,24,2,20.639,299.34
15,25,1,22.7734,330.3
15,25,2,22.7734,330.3
16,1,1,0.6525,9.46
16,1,2,0.6525,9.46
16,2,1,0.848,12.3
16,2,2,0.848,12.3
16,3,1,1.09,15.81
16,3,2,1.09,15.81
16,4,1,1.3865,20.11
16,4,2,1.3865,20.11
16,5,1,1.7459,25.32
16,5,2,1.7459,25.32
16,6,1,2.1774,31.58
16,6,2,2.1774,31.58
16,7,1,2.6908,39.03
16,7,2,2.6908,39.03
16,8,1,3.2959,47.8
16,8,2,3.2959,47.8
16,9,1,4.003,58.06
16,9,2,4.003,58.06
16,10,1,4.8224,69.94
16,10,2,4.8224,69.94
16,11,1,5.7642,83.6
16,11,2,5.7642,83.6
16,12,1,6.8382,99.18
16,12,2,6.8382,99.18
16,13,1,8.0538,116.81
16,13,2,8.0538,116.81
16,14,1,9.4195,136.62
16,14,2,9.4195,136.62
16,15,1,10.9432,158.72
16,15,2,10.9432,158.72
16,16,1,12.6316,183.21
16,16,2,12.6316,183.21
16,17,1,14.4902,210.16
16,17,2,14.4902,210.16
16,18,1,16.5234,239.65
16,18,2,16.5234,239.65
16,19,1,18.7342,271.72
16,19,2,18.7342,271.72
16,20,1,21.1243,306.38
16,20,2,21.1243,306.38
16,21,1,23.6944,343.66
16,21,2,23.6944,343.66
16,22,1,26.4436,383.53
16,22,2,26.4436,383.53
16,23,1,29.3705,425.98
16,23,2,29.3705,425.98
16,24,1,32.4727,470.98
16,24,2,32.4727,470.98
16,25,1,35.7473,518.47
16,25,2,35.7473,518.47
17,1,1,1.1416,16.56
17,1,2,1.0325,14.97
17,2,1,1.456,21.12
17,2,2,1.3228,19.19
17,3,1,1.837,26.64
17,3,2,1.676,24.31
17,4,1,2.2937,33.27
17,4,2,2.1013,30.48
17,5,1,2.8357,41.13
17,5,2,2.608,37.83
17,6,1,3.4726,50.37
17,6,2,3.2058,46.5
17,7,1,4.214,61.12
17,7,2,3.9043,56.63
17,8,1,5.0692,73.52
17,8,2,4.7129,68.35
17,9,1,6.047,87.71
17,9,2,5.6406,81.81
17,10,1,7.1558,103.79
17,10,2,6.6961,97.12
17,11,1,8.4027,121.87
17,11,2,7.8869,114.39
17,12,1,9.7941,142.05
17,12,2,9.2198,133.72
17,13,1,11.3351,164.4
17,13,2,10.7004,155.2
17,14,1,13.0295,188.98
17,14,2,12.3331,178.88
17,15,1,14.8799,215.82
17,15,2,14.1209,204.81
17,16,1,16.8876,244.93
17,16,2,16.0656,233.01
17,17,1,19.0524,276.33
17,17,2,18.1676,263.5
17,18,1,21.3733,309.99
17,18,2,20.4263,296.26
17,19,1,23.8482,345.89
17,19,2,22.8399,331.27
17,20,1,26.4746,383.98
17,20,2,25.406,368.48
17,21,1,29.2494,424.23
17,21,2,28.1219,407.87
17,22,1,32.17,466.59
17,22,2,30.9845,449.39
17,23,1,35.234,511.03
17,23,2,33.9913,493.0
17,24,1,38.4403,557.53
17,24,2,37.1407,538.68
17,25,1,41.7893,606.1
17,25,2,40.4325,586.42
18,1,1,0.9053,13.13
18,1,2,0.817,11.85
18,2,1,1.1605,16.83
18,2,2,1.0522,15.26
18,3,1,1.4714,21.34
18,3,2,1.3399,19.43
18,4,1,1.8459,26.77
18,4,2,1.6879,24.48
18,5,1,2.2925,33.25
18,5,2,2.1047,30.53
18,6,1,2.8198,40.9
18,6,2,2.5986,37.69
18,7,1,3.4363,49.84
18,7,2,3.1784,46.1
18,8,1,4.1506,60.2
18,8,2,3.8526,55.88
18,9,1,4.9709,72.1
18,9,2,4.6296,67.15
18,10,1,5.9048,85.64
18,10,2,5.5171,80.02
18,11,1,6.9594,100.94
18,11,2,6.5226,94.6
18,12,1,8.1408,118.07
18,12,2,7.6527,110.99
18,13,1,9.4544,137.12
18,13,2,8.9128,129.27
18,14,1,10.9042,158.15
18,14,2,10.3077,149.5
18,15,1,12.4932,181.2
18,15,2,11.8407,171.74
18,16,1,14.2235,206.3
18,16,2,13.5144,196.01
18,17,1,16.0959,233.45
18,17,2,15.3299,222.34
18,18,1,18.11,262.66
18,18,2,17.2874,250.73
18,19,1,20.2649,293.92
18,19,2,19.3862,281.17
18,20,1,22.559,327.19
18,20,2,21.6248,313.64
18,21,1,24.9903,362.45
18,21,2,24.0014,348.11
18,22,1,27.5567,399.68
18,22,2,26.514,384.55
18,23,1,30.2568,438.84
18,23,2,29.1608,422.94
18,24,1,33.0896,479.93
18,24,2,31.9405,463.26
18,25,1,36.0558,522.95
18,25,2,34.8532,505.5
19,1,1,0.7758,11.25
19,1,2,0.5962,8.65
19,2,1,0.9981,14.48
19,2,2,0.7758,11.25
19,3,1,1.2703,18.42
19,3,2,0.9981,14.48
19,4,1,1.6001,23.21
19,4,2,1.2703,18.42
19,5,1,1.9956,28.94
19,5,2,1.6001,23.21
19,6,1,2.4654,35.76
19,6,2,1.9956,28.94
19,7,1,3.0184,43.78
19,7,2,2.4654,35.76
19,8,1,3.6633,53.13
19,8,2,3.0184,43.78
19,9,1,4.4089,63.95
19,9,2,3.6633,53.13
19,10,1,5.2639,76.35
19,10,2,4.4089,63.95
19,11,1,6.2363,90.45
19,11,2,5.2639,76.35
19,12,1,7.3337,106.37
19,12,2,6.2363,90.45
19,13,1,8.5629,124.19
19,13,2,7.3337,106.37
19,14,1,9.9298,144.02
19,14,2,8.5629,124.19
19,15,1,11.4392,165.91
19,15,2,9.9298,144.02
19,16,1,13.0948,189.93
19,16,2,11.4392,165.91
19,17,1,14.8993,216.1
19,17,2,13.0948,189.93
